-0.527193 , 0
0.299079 , 1
0.086902 , 2
0.933530 , 3
1.184282 , 4
1.553558 , 5
1.550896 , 6
0.710999 , 7
1.146823 , 8
2.348408 , 9
2.190688 , 10
1.410563 , 11
2.249419 , 12
3.113948 , 13
2.077360 , 14
2.219040 , 15
3.180319 , 16
3.360905 , 17
3.213756 , 18
3.591940 , 19
3.162530 , 20
3.179196 , 21
3.560880 , 22
3.312195 , 23
3.338961 , 24
4.338493 , 25
3.598796 , 26
3.481684 , 27
4.138987 , 28
3.313482 , 29
3.862541 , 30
4.016544 , 31
3.782838 , 32
4.233909 , 33
4.441526 , 34
3.642618 , 35
3.622475 , 36
3.614110 , 37
4.450921 , 38
3.746444 , 39
3.398159 , 40
2.982849 , 41
4.091571 , 42
3.990247 , 43
3.500048 , 44
2.795277 , 45
3.321347 , 46
3.321305 , 47
3.256954 , 48
2.735218 , 49
1.852169 , 50
1.800207 , 51
1.774182 , 52
2.068017 , 53
1.252414 , 54
1.078264 , 55
1.732851 , 56
0.525660 , 57
0.442441 , 58
0.971201 , 59
-0.053477 , 60
0.153013 , 61
-0.048775 , 62
-0.424608 , 63
0.222337 , 64
-0.783492 , 65
-1.271024 , 66
-1.278259 , 67
-1.553066 , 68
-1.428900 , 69
-1.241513 , 70
-2.240135 , 71
-1.309287 , 72
-1.696461 , 73
-1.950529 , 74
-2.595860 , 75
-2.781466 , 76
-3.178780 , 77
-2.425091 , 78
-3.550350 , 79
-3.432705 , 80
-3.619864 , 81
-3.788796 , 82
-3.597802 , 83
-3.004684 , 84
-3.473779 , 85
-4.050529 , 86
-3.340493 , 87
-4.244015 , 88
-4.078345 , 89
-4.456160 , 90
-4.241444 , 91
-4.359200 , 92
-4.291436 , 93
-3.405477 , 94
-4.605416 , 95
-4.221609 , 96
-4.408021 , 97
-3.936749 , 98
-4.184316 , 99
-3.482555 , 100
-4.198129 , 101
-3.481627 , 102
-3.889914 , 103
-3.841124 , 104
-3.557677 , 105
-3.275941 , 106
-3.345987 , 107
-2.881240 , 108
-3.128759 , 109
-3.329822 , 110
-2.814974 , 111
-3.007322 , 112
-2.746408 , 113
-2.705933 , 114
-1.740089 , 115
-1.885134 , 116
-1.574757 , 117
-1.464784 , 118
-1.739546 , 119
-1.397851 , 120
-1.049355 , 121
-1.191866 , 122
-0.200610 , 123
-0.863111 , 124
-0.184542 , 125
-0.338948 , 126
0.448297 , 127
0.130672 , 128
0.644411 , 129
1.514117 , 130
1.462844 , 131
0.893866 , 132
1.659864 , 133
1.277518 , 134
1.601249 , 135
1.929319 , 136
2.803401 , 137
2.774306 , 138
2.168666 , 139
2.212537 , 140
2.696564 , 141
3.647827 , 142
2.894950 , 143
3.376244 , 144
3.046870 , 145
3.755215 , 146
3.351569 , 147
3.170980 , 148
3.992542 , 149
3.940894 , 150
4.399248 , 151
3.700683 , 152
4.378595 , 153
4.016132 , 154
4.378903 , 155
4.335946 , 156
4.524118 , 157
3.827982 , 158
4.586966 , 159
3.461113 , 160
4.428143 , 161
3.537201 , 162
3.890049 , 163
3.352365 , 164
3.041518 , 165
4.215211 , 166
3.956761 , 167
3.471729 , 168
3.032157 , 169
3.143461 , 170
2.263770 , 171
3.338675 , 172
3.181769 , 173
3.087827 , 174
2.002539 , 175
2.258748 , 176
2.507427 , 177
1.210646 , 178
2.216536 , 179
1.046413 , 180
1.587603 , 181
0.541394 , 182
1.341904 , 183
0.234412 , 184
0.652973 , 185
-0.307447 , 186
0.650196 , 187
-0.391119 , 188
0.034815 , 189
-0.612046 , 190
-0.149331 , 191
